COD_IPRESS,NOMBRE,CLASIFICACION,DEPARTAMENTO,PROVINCIA,DISTRITO,CATEGORIA,INSTITUCION
00003278,QUEJON MOCCO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,AZANGARO,SAMAN,I-1,GOBIERNO REGIONAL
00007404,QUELCAYA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CARABAYA,CORANI,I-2,GOBIERNO REGIONAL
00003105,QUELLAHUYO POMAOCA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,MOHO,MOHO,I-1,GOBIERNO REGIONAL
00003132,QUELLOQUELLO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,LAMPA,LAMPA,I-2,GOBIERNO REGIONAL
00003337,QUENEQUE,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SANDIA,SANDIA,I-1,GOBIERNO REGIONAL
00003000,QUERUMA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CHUCUITO,JULI,I-1,GOBIERNO REGIONAL
00003327,QUIACA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SANDIA,QUIACA,I-2,GOBIERNO REGIONAL
00003123,QUILCAPUNCO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,I-2,GOBIERNO REGIONAL
00003127,QUINSACHATA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,LAMPA,CABANILLA,I-1,GOBIERNO REGIONAL
00003338,QUIQUIRA,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,SANDIA,ALTO INAMBARI,I-3,GOBIERNO REGIONAL
00003169,QUISHUARA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,MELGAR,MACARI,I-2,GOBIERNO REGIONAL
00003285,RAMIS,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,HUANCANE,TARACO,I-2,GOBIERNO REGIONAL
00003310,RANCHO PUCACHUPA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SAN ROMAN,JULIACA,I-2,GOBIERNO REGIONAL
00017216,REUMACENTER,CENTROS MEDICOS ESPECIALIZADOS,PUNO,SAN ROMAN,JULIACA,I-4,PRIVADO
00003311,REVOLUCION,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,PUNO,SAN ROMAN,SAN MIGUEL,I-3,GOBIERNO REGIONAL
00003114,RINCONADA,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,SAN ANTONIO DE PUTINA,ANANEA,I-3,GOBIERNO REGIONAL
00003133,RIVERA COYLATA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,LAMPA,LAMPA,I-2,GOBIERNO REGIONAL
00003047,ROSACANI,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,EL COLLAO,ILAVE,I-2,GOBIERNO REGIONAL
00003028,ROSARIO ALTO ANCOMARCA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,EL COLLAO,CAPASO,I-1,GOBIERNO REGIONAL
00006883,ROSARIO DE SORAPA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CHUCUITO,JULI,I-1,GOBIERNO REGIONAL
00003080,ROSASPATA,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,HUANCANE,ROSASPATA,I-3,GOBIERNO REGIONAL
00019570,SACO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CARABAYA,COASA,I-1,GOBIERNO REGIONAL
00003210,SACUYO RIO GRANDE,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,ACORA,I-1,GOBIERNO REGIONAL
00003264,SALCEDO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,PUNO,I-2,GOBIERNO REGIONAL
00007398,SALES GRANDE,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,EL COLLAO,CONDURIRI,I-1,GOBIERNO REGIONAL
00003150,SALLACONI,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CARABAYA,USICAYOS,I-1,GOBIERNO REGIONAL
00003276,SAMAN,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,AZANGARO,SAMAN,I-3,GOBIERNO REGIONAL
00002952,SAN ANTON,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,AZANGARO,SAN ANTON,I-3,GOBIERNO REGIONAL
00002981,SAN GABAN,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,PUNO,CARABAYA,SAN GABAN,I-4,GOBIERNO REGIONAL
00003331,SAN IGNACIO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,I-2,GOBIERNO REGIONAL
00002954,SAN ISIDRO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,AZANGARO,SAN ANTON,I-2,GOBIERNO REGIONAL
00025806,SAN JERONIMO DE ULLAGACHI,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,VILQUE,I-1,GOBIERNO REGIONAL
00024206,SAN JOSE DE ANCOMARCA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,EL COLLAO,CAPASO,I-1,GOBIERNO REGIONAL
00002957,SAN JUAN DE SALINAS,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,AZANGARO,SAN JUAN DE SALINAS,I-2,GOBIERNO REGIONAL
00003001,SAN JUAN DE YARIHUANI,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CHUCUITO,JULI,I-1,GOBIERNO REGIONAL
00003329,SAN JUAN DEL ORO,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,PUNO,SANDIA,SAN JUAN DEL ORO,I-3,GOBIERNO REGIONAL
00003089,SAN JUAN QUISHUARANI,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,HUANCANE,VILQUE CHICO,I-2,GOBIERNO REGIONAL
00024200,SAN MARTIN DE PORRES YANICO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,PAUCARCOLLA,I-1,GOBIERNO REGIONAL
00011410,SAN MIGUEL DE CARI CARI,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,MA?AZO,I-1,GOBIERNO REGIONAL
00003312,SAN PEDRO COLLANA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,AZANGARO,CAMINACA,I-1,GOBIERNO REGIONAL
00003057,SAN PEDRO DE HUAYLLATA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,EL COLLAO,PILCUYO,I-1,GOBIERNO REGIONAL
00010889,SANIDAD DEL RBC N? 9 POMATA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CHUCUITO,POMATA,I-2,SANIDAD DEL EJERCITO DEL PERU
00003355,SANQUIRA,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,YUNGUYO,YUNGUYO,I-3,GOBIERNO REGIONAL
00003122,SANTA  ANA TARUCANI,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SAN ANTONIO DE PUTINA,PUTINA,I-1,GOBIERNO REGIONAL
00003301,SANTA ADRIANA,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,PUNO,SAN ROMAN,JULIACA,I-4,GOBIERNO REGIONAL
00003313,SANTA CATALINA,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,SAN ROMAN,JULIACA,I-3,GOBIERNO REGIONAL
00006706,SANTA CRUZ,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,MELGAR,MACARI,I-1,GOBIERNO REGIONAL
00002987,SANTA CRUZ AYRIHUAS,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CHUCUITO,DESAGUADERO,I-1,GOBIERNO REGIONAL
00003314,SANTA MARIA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SAN ROMAN,JULIACA,I-3,GOBIERNO REGIONAL
00003184,SANTA ROSA,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,MELGAR,SANTA ROSA,I-3,GOBIERNO REGIONAL
00003048,SANTA ROSA DE HUAYLLATA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,EL COLLAO,ILAVE,I-2,GOBIERNO REGIONAL
00003065,SANTA ROSA DEL COLLAO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,EL COLLAO,SANTA ROSA,I-2,GOBIERNO REGIONAL
00003211,SANTA ROSA YANAQUE,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,ACORA,I-2,GOBIERNO REGIONAL
00002959,SANTIAGO DE PUPUJA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,AZANGARO,SANTIAGO DE PUPUJA,I-2,GOBIERNO REGIONAL
00003002,SANTIAGO MUCHO CHAMBILLA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CHUCUITO,JULI,I-2,GOBIERNO REGIONAL
00003058,SARAPI ARROYO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,EL COLLAO,PILCUYO,I-2,GOBIERNO REGIONAL
00003170,SELQUE,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,MELGAR,MACARI,I-1,GOBIERNO REGIONAL
00036999,SERVICIO MEDICO PRIMARIO UNA PUNO,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,PUNO,PUNO,I-3,OTRO
00038756,SERVICIO MEDICO SAN JOSE SAC,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,PUNO,PUNO,I-3,PRIVADO
00028340,SERVICIOS MEDICOS ASISTENCIALES  VIDA E.I.R.L.,HOSPITALES O CLINICAS DE ATENCION GENERAL,PUNO,SAN ROMAN,JULIACA,II-E,PRIVADO
00030884,SERVICIOS MEDICOS ESPECIALIZADOS UROTRAUMA CENTER,CENTROS MEDICOS ESPECIALIZADOS,PUNO,PUNO,PUNO,I-3,PRIVADO
00025919,SERVICIOS MEDICOS SAN MARTIN DE PORRES EIRL,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,SAN ROMAN,JULIACA,I-3,PRIVADO
00025918,SERVICIOS MEDICOS SAN MARTIN DE PORRES EIRL.,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,PUNO,PUNO,I-3,PRIVADO
00037826,SERVICIOS MEDICOS SE?OR DE LOS MILAGROS,POLICLINICOS,PUNO,SAN ROMAN,JULIACA,I-3,PRIVADO
00027891,SERVICIOS MEDICOS VIRGEN DE LAS MERCEDES SAC,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,SAN ROMAN,JULIACA,I-3,OTRO
00036937,SERVICIOS MULTIPLES OXYMEDYC E.I.R.L.,POLICLINICOS,PUNO,PUNO,PUNO,I-3,PRIVADO
00027505,SERVIMED SAC,POLICLINICOS,PUNO,SAN ROMAN,JULIACA,I-3,PRIVADO
00003090,SICTA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,HUANCANE,VILQUE CHICO,I-1,GOBIERNO REGIONAL
00003024,SICUYANI,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CHUCUITO,ZEPITA,I-2,GOBIERNO REGIONAL
00003265,SIMON BOLIVAR,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,PUNO,PUNO,I-3,GOBIERNO REGIONAL
00003124,SINA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SAN ANTONIO DE PUTINA,SINA,I-2,GOBIERNO REGIONAL
00003049,SIRAYA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,EL COLLAO,ILAVE,I-2,GOBIERNO REGIONAL
00003091,SISINAHUYO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,HUANCANE,VILQUE CHICO,I-1,GOBIERNO REGIONAL
00003094,SOLITARIO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,HUANCANE,VILQUE CHICO,I-2,GOBIERNO REGIONAL
00003227,SORAZA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,COATA,I-2,GOBIERNO REGIONAL
00037868,SS MARBEL EIRL,POLICLINICOS,PUNO,SAN ROMAN,JULIACA,I-3,PRIVADO
00003234,SUCASCO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,COATA,I-1,GOBIERNO REGIONAL
00003298,SUCHIS,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SAN ROMAN,CARACOTO,I-1,GOBIERNO REGIONAL
00003106,SUCUNI JAPISI,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,MOHO,CONIMA,I-1,GOBIERNO REGIONAL
00006778,SULLCA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,MOHO,MOHO,I-1,GOBIERNO REGIONAL
00003212,SULLCACATURA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,ACORA,I-1,GOBIERNO REGIONAL
00003161,SUNIMARCA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,MELGAR,AYAVIRI,I-1,GOBIERNO REGIONAL
00019572,TAHUANA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CARABAYA,COASA,I-1,GOBIERNO REGIONAL
00003213,TAIPISIRCA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,ACORA,I-1,GOBIERNO REGIONAL
00020100,TALENTUM C.G.Z EIRL,HOSPITALES O CLINICAS DE ATENCION GENERAL,PUNO,SAN ROMAN,JULIACA,0,PRIVADO
00003015,TAMBILLO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CHUCUITO,POMATA,I-1,GOBIERNO REGIONAL
00002972,TAMBILLO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CARABAYA,ITUATA,I-2,GOBIERNO REGIONAL
00002976,TANTAMACO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CARABAYA,MACUSANI,I-2,GOBIERNO REGIONAL
00003315,TAPARACHI,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SAN ROMAN,JULIACA,I-2,GOBIERNO REGIONAL
00003356,TAPOJE,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,YUNGUYO,YUNGUYO,I-1,GOBIERNO REGIONAL
00003219,TAQUILE,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,AMANTANI,I-2,GOBIERNO REGIONAL
00003281,TARACO,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,PUNO,HUANCANE,TARACO,I-4,GOBIERNO REGIONAL
00003107,TARUCANI,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,MOHO,HUAYRAPATA,I-2,GOBIERNO REGIONAL
00003025,TASAPA PATACOLLO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CHUCUITO,ZEPITA,I-2,GOBIERNO REGIONAL
00019093,TAYACCUCHO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CARABAYA,MACUSANI,I-1,GOBIERNO REGIONAL
00002966,TAYPE,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CARABAYA,AYAPATA,I-1,GOBIERNO REGIONAL
00003074,TEJENA PATA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,HUANCANE,HUANCANE,I-1,GOBIERNO REGIONAL
00003214,THUNCO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,ACORA,I-1,GOBIERNO REGIONAL
00003084,TICANI CARIQUITA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,HUANCANE,ROSASPATA,I-1,GOBIERNO REGIONAL
00003111,TILALI,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,MOHO,TILALI,I-3,GOBIERNO REGIONAL
00003294,TINCOPALCA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SAN ROMAN,CABANILLAS,I-1,GOBIERNO REGIONAL
00003346,TINICACHI,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,YUNGUYO,TINICACHI,I-2,GOBIERNO REGIONAL
00003092,TIQUI TIQUI,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,HUANCANE,VILQUE CHICO,I-1,GOBIERNO REGIONAL
00003270,TIQUILLACA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,TIQUILLACA,I-2,GOBIERNO REGIONAL
00002961,TIRAPATA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,AZANGARO,TIRAPATA,I-2,GOBIERNO REGIONAL
00007140,TOLAPALCA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,MA?AZO,I-2,GOBIERNO REGIONAL
00020388,TOPICO SAN GABAN,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,CARABAYA,SAN GABAN,I-2,PRIVADO
00003215,TOTORANI,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,ACORA,I-2,GOBIERNO REGIONAL
00003005,TOTOROMA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CHUCUITO,KELLUYO,I-1,GOBIERNO REGIONAL
00003115,TRAPICHE,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,HUANCANE,COJATA,I-1,GOBIERNO REGIONAL
00003006,TULACOLLO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CHUCUITO,KELLUYO,I-1,GOBIERNO REGIONAL
00003155,TUNI GRANDE,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,LAMPA,PUCARA,I-1,GOBIERNO REGIONAL
00003029,TUPALA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,EL COLLAO,CAPASO,I-1,GOBIERNO REGIONAL
00003016,TUQUINA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CHUCUITO,POMATA,I-1,GOBIERNO REGIONAL
00003146,UCHUHUMA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CARABAYA,COASA,I-1,GOBIERNO REGIONAL
00003050,ULLACACHI,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,EL COLLAO,ILAVE,I-2,GOBIERNO REGIONAL
00003188,UMACHIRI,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,MELGAR,UMACHIRI,I-2,GOBIERNO REGIONAL
00026351,UME CUMANI,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,MELGAR,ANTAUTA,I-2,PRIVADO
00003108,UMUCHI,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,MOHO,MOHO,I-1,GOBIERNO REGIONAL
00003348,UNICACHI,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,YUNGUYO,UNICACHI,I-3,GOBIERNO REGIONAL
00003189,UNION COLLANA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,MELGAR,UMACHIRI,I-1,GOBIERNO REGIONAL
00003316,UNOCOLLA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SAN ROMAN,JULIACA,I-2,GOBIERNO REGIONAL
00003116,UNTUCA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SANDIA,QUIACA,I-1,GOBIERNO REGIONAL
00002973,UPINA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CARABAYA,ITUATA,I-2,GOBIERNO REGIONAL
00003149,USICAYOS,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,CARABAYA,USICAYOS,I-3,GOBIERNO REGIONAL
00003255,VALLECITO,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,PUNO,PUNO,I-3,GOBIERNO REGIONAL
00036971,VIGPRO SALUD,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,SAN ROMAN,JULIACA,I-3,PRIVADO
00003141,VILAVILA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,LAMPA,VILAVILA,I-2,GOBIERNO REGIONAL
00003165,VILCAMARCA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,LAMPA,OCUVIRI,I-1,GOBIERNO REGIONAL
00003317,VILCAPATA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SAN ROMAN,SAN MIGUEL,I-2,GOBIERNO REGIONAL
00015618,VILLA CHIMU,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CHUCUITO,ZEPITA,I-1,GOBIERNO REGIONAL
00003109,VILLA JACANTAYA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,MOHO,MOHO,I-1,GOBIERNO REGIONAL
00003216,VILLASOCA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,ACORA,I-1,GOBIERNO REGIONAL
00003272,VILQUE,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,PUNO,VILQUE,I-3,GOBIERNO REGIONAL
00003085,VILQUECHICO,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,PUNO,HUANCANE,VILQUE CHICO,I-4,GOBIERNO REGIONAL
00003030,VILUTA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,EL COLLAO,CAPASO,I-1,GOBIERNO REGIONAL
00003266,VIRGEN DE LA CANDELARIA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,PUNO,I-2,GOBIERNO REGIONAL
00002956,VIRGEN DEL ROSARIO SOLLOCOTA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,AZANGARO,SAN JOSE,I-1,GOBIERNO REGIONAL
00003075,VISCACHANI,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,HUANCANE,HUANCANE,I-1,GOBIERNO REGIONAL
00020924,YACANGO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CHUCUITO,JULI,I-1,GOBIERNO REGIONAL
00003339,YANAHUAYA,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,SANDIA,YANAHUAYA,I-3,GOBIERNO REGIONAL
00003334,YANAMAYO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SANDIA,SAN JUAN DEL ORO,I-2,GOBIERNO REGIONAL
00003357,YANAPATA,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,YUNGUYO,YUNGUYO,I-3,GOBIERNO REGIONAL
00003273,YANARICO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,VILQUE,I-1,GOBIERNO REGIONAL
00003226,YAPURA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,CAPACHICA,I-1,GOBIERNO REGIONAL
00003093,YAPUTIRA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,HUANCANE,VILQUE CHICO,I-1,GOBIERNO REGIONAL
00003349,YUNGUYO,HOSPITALES O CLINICAS DE ATENCION GENERAL,PUNO,YUNGUYO,YUNGUYO,II-1,GOBIERNO REGIONAL
00003017,ZEPITA,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,CHUCUITO,ZEPITA,I-3,GOBIERNO REGIONAL
00027818,centro de salud mental comunitario san roman juliaca,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,SAN ROMAN,JULIACA,I-3,GOBIERNO REGIONAL
00029156,policlinico virgen de guadalupe sur S.A.C,POLICLINICOS,PUNO,PUNO,PUNO,I-3,PRIVADO
00006530,7 DE JUNIO-AHUIHUA,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,HUALLAGA,SAPOSOA,I-1,GOBIERNO REGIONAL
00006424,ACHINAMIZA,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,SAN MARTIN,CHAZUTA,I-1,GOBIERNO REGIONAL
00026163,AGUA AZUL,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,HUALLAGA,SAPOSOA,I-1,GOBIERNO REGIONAL
00006496,AGUA BLANCA,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,EL DORADO,AGUA BLANCA,I-2,GOBIERNO REGIONAL
00006425,AGUANO MUYUNA,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,SAN MARTIN,CHAZUTA,I-1,GOBIERNO REGIONAL
00006304,AGUAS CLARAS,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,RIOJA,PARDO MIGUEL,I-2,GOBIERNO REGIONAL
00006416,ALFONSO UGARTE,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,LAMAS,CAYNARACHI,I-1,GOBIERNO REGIONAL
00006479,ALFONSO UGARTE,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,PICOTA,SHAMBOYACU,I-1,GOBIERNO REGIONAL
00006418,ALIANZA,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,LAMAS,CAYNARACHI,I-2,GOBIERNO REGIONAL
00006531,ALMENDRAS,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,HUALLAGA,SAPOSOA,I-1,GOBIERNO REGIONAL
00006458,ALMIRANTE GRAU BOMBONAJILLO,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,BELLAVISTA,BAJO BIAVO,I-1,GOBIERNO REGIONAL
00006784,ALTO ANDINO,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,LAMAS,CU?UMBUQUI,I-1,GOBIERNO REGIONAL
00006573,ALTO EL SOL,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,MARISCAL CACERES,PACHIZA,I-1,GOBIERNO REGIONAL
00021587,ALTO PACHIZA,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,HUALLAGA,SAPOSOA,I-1,GOBIERNO REGIONAL
00006333,ALTO PERU,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,MOYOBAMBA,SORITOR,I-1,GOBIERNO REGIONAL
00006334,ALTO SAN MARTIN,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,MOYOBAMBA,SORITOR,I-1,GOBIERNO REGIONAL
00006357,ALTO SHAMBOYACU,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,I-1,GOBIERNO REGIONAL
00006491,AMINIO,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,EL DORADO,SHATOJA,I-1,GOBIERNO REGIONAL
00006560,ARMAYARI,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,MARISCAL CACERES,PAJARILLO,I-1,GOBIERNO REGIONAL
00014413,ASISTENCIA,CENTROS DE SALUD O CENTROS MEDICOS,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,I-3,PRIVADO
00006452,ASUNCION,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,SAN MARTIN,PAPAPLAYA,I-1,GOBIERNO REGIONAL
00006565,AUCARARCA,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,BELLAVISTA,HUALLAGA,I-1,GOBIERNO REGIONAL
00006482,AYPENA,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,PICOTA,TINGO DE PONASA,I-1,GOBIERNO REGIONAL
00006557,BAGAZAN,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,MARISCAL CACERES,PACHIZA,I-1,GOBIERNO REGIONAL
00006405,BAGAZAN,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,LAMAS,ZAPATERO,I-1,GOBIERNO REGIONAL
00006297,BAJO NARANJILLO,CENTROS DE SALUD O CENTROS MEDICOS,SAN MARTIN,RIOJA,AWAJUN,I-3,GOBIERNO REGIONAL
00006576,BALZAYACU,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,I-1,GOBIERNO REGIONAL
00006359,BANDA SHILCAYO,HOSPITALES O CLINICAS DE ATENCION GENERAL,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,II-E,GOBIERNO REGIONAL
00006524,BARRANCA,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,BELLAVISTA,ALTO BIAVO,I-2,GOBIERNO REGIONAL
00006432,BARRANQUITA CAYNARACHI,CENTROS DE SALUD O CENTROS MEDICOS,SAN MARTIN,LAMAS,BARRANQUITA,I-3,GOBIERNO REGIONAL
